"","gene_id","gene_symbol","gene_entrez","gene_desc","hos_log2FC","hos_padj","os17_log2FC","os17_padj"
"811","ENSG00000066777","ARFGEF1",10565,"ADP ribosylation factor guanine nucleotide exchange factor 1",0.884822679022044,9.99893798893255e-79,0.501432634237226,3.64654786471576e-07
"812","ENSG00000114062","UBE3A",7337,"ubiquitin protein ligase E3A",0.484731560831493,1.01471862521438e-78,0.360543026306791,1.00750233996327e-16
"813","ENSG00000185344","ATP6V0A2",23545,"ATPase H+ transporting V0 subunit a2",1.01227083578894,4.19968861435814e-78,0.893244748978218,4.51348265191284e-28
"814","ENSG00000196453","ZNF777",27153,"zinc finger protein 777",1.29159111764962,5.32120903710701e-78,1.28289947029695,7.53619575798315e-37
"815","ENSG00000196498","NCOR2",9612,"nuclear receptor corepressor 2",-0.680234447159243,5.60474931290928e-78,-0.432986383756859,3.11109576420992e-15
"816","ENSG00000258890","CEP95",90799,"centrosomal protein 95",1.08853806983981,7.28385339417664e-78,0.763681773440978,3.01093549746326e-13
"817","ENSG00000146733","PSPH",5723,"phosphoserine phosphatase",0.987608319715453,8.00311627458651e-78,1.6266506446183,5.53727826881821e-76
"818","ENSG00000113916","BCL6",604,"BCL6 transcription repressor",1.04349946572081,1.27232795804315e-77,1.23657539792113,3.3235337478807e-16
"819","ENSG00000165983","PTER",9317,"phosphotriesterase related",1.77488610181238,1.35572963695965e-77,1.05550134375363,1.64562338840506e-08
"820","ENSG00000157593","SLC35B2",347734,"solute carrier family 35 member B2",-1.07492653995458,1.38403668639253e-77,-0.833011366115621,1.26560586079837e-10
"821","ENSG00000166949","SMAD3",4088,"SMAD family member 3",-0.661850659386648,1.55842936874617e-77,-0.639605387447473,7.16128375018611e-10
"822","ENSG00000243335","KCTD7",154881,"potassium channel tetramerization domain containing 7",-1.68221095553774,1.90696304928438e-77,-1.51356082729594,0.000972551297036063
"823","ENSG00000178425","NT5DC1",221294,"5'-nucleotidase domain containing 1",-1.31644775437562,2.74994293414138e-77,-1.59260319048946,1.88730767659318e-26
"824","ENSG00000188229","TUBB4B",10383,"tubulin beta 4B class IVb",-0.526849191521433,3.04321571304484e-77,-0.875528447789083,5.6301996221277e-18
"825","ENSG00000162430","SELENON",57190,"selenoprotein N",-0.660616170107613,3.24741779260541e-77,-0.43710371806128,1.00688879301605e-10
"826","ENSG00000243943","ZNF512",84450,"zinc finger protein 512",-1.55783114938219,3.76056361322893e-77,-0.983599160037714,2.47635168746515e-16
"827","ENSG00000075407","ZNF37A",7587,"zinc finger protein 37A",1.11901714570117,4.10153500625775e-77,0.742949371824363,6.93787305685475e-14
"828","ENSG00000137842","TMEM62",80021,"transmembrane protein 62",2.39373427146377,5.93774930488841e-77,1.15178017600166,5.0527351312196e-08
"829","ENSG00000133030","MPRIP",23164,"myosin phosphatase Rho interacting protein",-0.749949652485411,6.60784712242269e-77,-0.269743156952509,0.00019605084494694
"830","ENSG00000109320","NFKB1",4790,"nuclear factor kappa B subunit 1",1.59037959275808,6.72602423980657e-77,1.6270950804769,5.55571108303143e-135
"831","ENSG00000146457","WTAP",9589,"WT1 associated protein",0.682844134949494,6.82367351769584e-77,0.911740675931001,3.42829422284619e-27
"832","ENSG00000185340","GAS2L1",10634,"growth arrest specific 2 like 1",-1.48735418442534,7.16286645997396e-77,-1.83822043366631,1.88070051689886e-28
"833","ENSG00000157216","SSBP3",23648,"single stranded DNA binding protein 3",-1.92363660320021,9.03625298004605e-77,-1.08250044240497,1.75037585257415e-08
"834","ENSG00000198000","NOL8",55035,"nucleolar protein 8",0.88130378249186,9.84841874548552e-77,0.726725285309541,1.82846229287746e-06
"835","ENSG00000243244","STON1",11037,"stonin 1",-3.58719302030775,1.03785702980908e-76,-1.56234038616059,2.01193887862234e-10
"836","ENSG00000170860","LSM3",27258,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",-1.43597428681961,1.0808555228594e-76,-0.923112903395381,1.05192142902068e-11
"837","ENSG00000168564","CDKN2AIP",55602,"CDKN2A interacting protein",1.22836045390613,1.23380923169348e-76,1.14196100574469,1.4808587234451e-14
"838","ENSG00000170889","RPS9",6203,"ribosomal protein S9",-1.1272895140911,1.24046411452904e-76,-0.9669024287133,6.56107417605606e-20
"839","ENSG00000240849","PEDS1",387521,"plasmanylethanolamine desaturase 1",-1.05421784260792,1.65095298575874e-76,-0.774848042043139,1.56812060503174e-15
"840","ENSG00000105520","PLPPR2",64748,"phospholipid phosphatase related 2",-1.77555942939829,2.29656265094634e-76,-1.59287225727357,4.57674777653134e-07
"841","ENSG00000161203","AP2M1",1173,"adaptor related protein complex 2 subunit mu 1",-0.608653865365988,2.66319846981042e-76,-0.738195666449532,9.13603733210045e-23
"842","ENSG00000145592","RPL37",6167,"ribosomal protein L37",-0.632032640451185,2.90998275060526e-76,-0.417442441612276,8.90721685889389e-07
"843","ENSG00000159658","EFCAB14",9813,"EF-hand calcium binding domain 14",-0.921109304013898,3.28064738542206e-76,-0.578609341416258,2.76924054200365e-10
"844","ENSG00000146232","NFKBIE",4794,"NFKB inhibitor epsilon",1.71804791630302,3.85320012600644e-76,1.52172228611631,3.66859642889788e-29
"845","ENSG00000166289","PLEKHF1",79156,"pleckstrin homology and FYVE domain containing 1",1.65949339716085,4.18642493786033e-76,1.3961452911217,6.17519668097524e-16
"846","ENSG00000143367","TUFT1",7286,"tuftelin 1",1.06282681574591,4.26586911788082e-76,0.788776043379845,5.82866447061253e-14
"847","ENSG00000152332","UHMK1",127933,"U2AF homology motif kinase 1",0.791264979172376,4.43563097208412e-76,1.22827644782207,2.78260973498692e-44
"848","ENSG00000176407","KCMF1",56888,"potassium channel modulatory factor 1",0.898832493357587,7.13213926553961e-76,1.35134258643986,1.84880999685062e-84
"849","ENSG00000164919","COX6C",1345,"cytochrome c oxidase subunit 6C",-1.13672400240654,7.6568694227082e-76,-0.946844387764386,4.5657816988536e-28
"850","ENSG00000204131","NHSL2",340527,"NHS like 2",-1.55459910517109,9.92020681890658e-76,-2.70803234747243,1.21076780169605e-70
"851","ENSG00000134954","ETS1",2113,"ETS proto-oncogene 1, transcription factor",0.835787338321298,1.08877364543237e-75,2.03419920300789,3.25240073454979e-169
"852","ENSG00000141258","SGSM2",9905,"small G protein signaling modulator 2",-0.964246582928361,1.17672848696091e-75,-1.17911171257475,3.79411950448609e-12
"853","ENSG00000146122","DAAM2",23500,"dishevelled associated activator of morphogenesis 2",-2.65912032828485,1.61431578546307e-75,-1.30414829244809,2.32196435278486e-06
"854","ENSG00000104884","ERCC2",2068,"ERCC excision repair 2, TFIIH core complex helicase subunit",0.685766728564559,1.86112506478749e-75,0.905062417521427,1.3281228370304e-17
"855","ENSG00000179456","ZBTB18",10472,"zinc finger and BTB domain containing 18",-1.24498101773804,2.17116473869272e-75,-1.26344372039167,6.48719688249294e-19
"856","ENSG00000003402","CFLAR",8837,"CASP8 and FADD like apoptosis regulator",1.39494626272646,2.85148481123717e-75,1.31654856862548,1.1962001864378e-22
"857","ENSG00000099968","BCL2L13",23786,"BCL2 like 13",1.02484289093126,3.464837904462e-75,0.552893903421333,9.62551927370627e-10
"858","ENSG00000175906","ARL4D",379,"ADP ribosylation factor like GTPase 4D",1.69684382878807,3.59766830269663e-75,0.753726800705751,0.0158303074567276
"859","ENSG00000183283","DAZAP2",9802,"DAZ associated protein 2",-0.815010483553072,3.93077822436256e-75,-0.498863887201913,9.05425915537609e-11
"860","ENSG00000118194","TNNT2",7139,"troponin T2, cardiac type",-3.96667554200817,4.56427737133148e-75,-1.73411198978355,8.11036154112768e-11
"861","ENSG00000185009","AP3M1",26985,"adaptor related protein complex 3 subunit mu 1",-1.0396269433377,5.49315560712922e-75,-0.2659652119539,0.00819159328446229
"862","ENSG00000163913","IFT122",55764,"intraflagellar transport 122",-2.50532727261006,7.64858958188489e-75,-2.89385025047335,4.39655102206272e-41
"863","ENSG00000198517","MAFK",7975,"MAF bZIP transcription factor K",1.4768422584905,7.89074387153965e-75,1.71162498836668,9.58882051541515e-42
"864","ENSG00000184602","SNN",8303,"stannin",-2.4809982593733,8.59965454027562e-75,-2.56150404047484,1.03666162202353e-21
"865","ENSG00000136404","TM6SF1",53346,"transmembrane 6 superfamily member 1",2.94224703650558,1.0350441734423e-74,2.82270956642844,2.4315313188607e-10
"866","ENSG00000142634","EFHD2",79180,"EF-hand domain family member D2",-0.638277288370504,1.15479767805666e-74,-0.604217291931348,1.52328543349945e-16
"867","ENSG00000120889","TNFRSF10B",8795,"TNF receptor superfamily member 10b",0.861632587652694,1.24015249425578e-74,2.1731209631829,2.6314810219292e-247
"868","ENSG00000104228","TRIM35",23087,"tripartite motif containing 35",1.31607132797729,1.28595889540236e-74,1.23196126389399,4.09215522745001e-42
"869","ENSG00000006125","AP2B1",163,"adaptor related protein complex 2 subunit beta 1",-0.662270286950901,1.34302288004474e-74,-0.164386969574013,0.0142670458478119
"870","ENSG00000156471","PTDSS1",9791,"phosphatidylserine synthase 1",-0.932410522923514,2.50530812709964e-74,-1.22701869873807,9.92469186180804e-37
"871","ENSG00000104852","SNRNP70",6625,"small nuclear ribonucleoprotein U1 subunit 70",-1.0663697427026,2.62592155911152e-74,-1.57289277430265,0.00146710053460157
"872","ENSG00000140688","RUSF1",64755,"RUS family member 1",0.765436681704147,2.84857001351639e-74,0.592678167967621,1.49264067345446e-19
"873","ENSG00000137760","ALKBH8",91801,"alkB homolog 8, tRNA methyltransferase",1.42215763496952,3.04169425419076e-74,1.25605603166576,2.61427571303817e-13
"874","ENSG00000109971","HSPA8",3312,"heat shock protein family A (Hsp70) member 8",-0.692864014263136,3.65141205065551e-74,-0.395466873484675,0.0153954897169166
"875","ENSG00000185359","HGS",9146,"hepatocyte growth factor-regulated tyrosine kinase substrate",0.822189411115166,3.75632803928346e-74,0.771552989680081,1.64773517690974e-30
"876","ENSG00000197555","SIPA1L1",26037,"signal induced proliferation associated 1 like 1",0.656585476044549,6.17410456810659e-74,2.09233378483409,3.91985997215696e-66
"877","ENSG00000133740","E2F5",1875,"E2F transcription factor 5",1.79802868199241,6.23228242521845e-74,1.46178045190301,3.62445090476688e-36
"878","ENSG00000145730","PAM",5066,"peptidylglycine alpha-amidating monooxygenase",-1.18945025259215,1.15220294379281e-73,-1.02852524684242,1.13512341616495e-32
"879","ENSG00000205726","ITSN1",6453,"intersectin 1",-0.828999979573189,1.23963386574559e-73,-1.07246283409593,4.92511899676502e-27
"880","ENSG00000196776","CD47",961,"CD47 molecule",2.3090407663467,1.28619339311147e-73,1.60143055067191,3.74284839329256e-50
"881","ENSG00000166173","LARP6",55323,"La ribonucleoprotein 6, translational regulator",1.72092145715037,1.31872581819396e-73,1.36452135504527,2.79053421463336e-30
"882","ENSG00000120254","MTHFD1L",25902,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like",0.748597321662081,1.8738175984741e-73,1.3078528615194,1.28369109325322e-55
"883","ENSG00000184967","NOC4L",79050,"nucleolar complex associated 4 homolog",1.16784640831887,1.90636678495474e-73,0.736319990560725,1.34281692402637e-11
"884","ENSG00000180626","ZNF594",84622,"zinc finger protein 594",1.65632412474706,2.25959992547223e-73,0.418816616710723,0.0239880607146786
"885","ENSG00000189241","TSPYL1",7259,"TSPY like 1",-0.613142259813247,3.19880382211032e-73,-0.537567247756668,2.44782982103408e-07
"886","ENSG00000169604","ANTXR1",84168,"ANTXR cell adhesion molecule 1",-0.756761082328886,4.74496372119081e-73,-0.758139478374193,2.67340800385883e-26
"887","ENSG00000196262","PPIA",5478,"peptidylprolyl isomerase A",-0.979633896251966,6.31983339563721e-73,-0.48786613842118,1.97249749325046e-08
"888","ENSG00000130508","PXDN",7837,"peroxidasin",-0.97834337983121,7.22349831970073e-73,-1.11780080335572,2.68707117202073e-114
"889","ENSG00000166136","NDUFB8",4714,"NADH:ubiquinone oxidoreductase subunit B8",-0.861341469433542,7.67182274943814e-73,-1.33881092526502,3.40165694036831e-38
"890","ENSG00000145819","ARHGAP26",23092,"Rho GTPase activating protein 26",0.969115558408447,8.03893978765842e-73,0.658701646468467,1.27315703890748e-23
"891","ENSG00000139410","SDSL",113675,"serine dehydratase like",2.40297316770689,8.42551774367963e-73,1.18935011858912,1.61965662767403e-15
"892","ENSG00000184371","CSF1",1435,"colony stimulating factor 1",2.8110893177624,9.80379748886822e-73,1.71146783848083,7.48244714464438e-27
"893","ENSG00000160094","ZNF362",149076,"zinc finger protein 362",-0.888134196676244,1.6512598447292e-72,-0.876027969512746,1.91267064706777e-11
"894","ENSG00000108829","LRRC59",55379,"leucine rich repeat containing 59",0.61815608705558,1.71699299251911e-72,1.10817688250485,2.68542278485786e-30
"895","ENSG00000110237","ARHGEF17",9828,"Rho guanine nucleotide exchange factor 17",-0.772449018289537,1.94970455831548e-72,-0.294453258418141,0.00626836041175041
"896","ENSG00000185338","SOCS1",8651,"suppressor of cytokine signaling 1",1.64402723927575,2.02639721893083e-72,2.47655982471788,1.02968249503888e-44
"897","ENSG00000152229","PSTPIP2",9050,"proline-serine-threonine phosphatase interacting protein 2",2.47932227561262,2.6163416230018e-72,1.20261331380217,5.99980393939359e-27
"898","ENSG00000116560","SFPQ",6421,"splicing factor proline and glutamine rich",-0.89610167577167,2.68581923425698e-72,-0.768812346058369,6.32169295723612e-11
"899","ENSG00000185404","SP140L",93349,"SP140 nuclear body protein like",1.26738527048831,3.62748666108391e-72,2.85218913487723,2.58805019389444e-200
"900","ENSG00000184840","TMED9",54732,"transmembrane p24 trafficking protein 9",-0.869016403859841,4.16448120580704e-72,-0.395093812431328,0.000108565435590999
"901","ENSG00000134308","YWHAQ",10971,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta",-0.754469393452641,4.32941211320434e-72,-0.665310271412165,8.80462721869305e-13
"902","ENSG00000159388","BTG2",7832,"BTG anti-proliferation factor 2",-2.75062350319537,4.46410955890272e-72,-2.00858504365765,2.36395977640751e-42
"903","ENSG00000239857","GET4",51608,"guided entry of tail-anchored proteins factor 4",0.864585513902821,4.53527900904948e-72,0.320501056947048,0.00142124168517573
"904","ENSG00000121281","ADCY7",113,"adenylate cyclase 7",1.21746523770607,6.4920742613121e-72,2.42740815950791,7.40217291855416e-94
"905","ENSG00000119772","DNMT3A",1788,"DNA methyltransferase 3 alpha",-1.08332710648516,7.42274127653444e-72,-1.14288429026827,2.08603834305092e-30
"906","ENSG00000133773","CCDC59",29080,"coiled-coil domain containing 59",1.28211011108831,7.90089970260898e-72,1.193143139946,9.36575783533132e-38
"907","ENSG00000160049","DFFA",1676,"DNA fragmentation factor subunit alpha",0.759215644064708,1.04405075963224e-71,0.739987190960135,4.27594667225677e-44
"908","ENSG00000020577","SAMD4A",23034,"sterile alpha motif domain containing 4A",1.01710180114571,1.21300490894045e-71,1.03838992686523,8.83573167868504e-43
"909","ENSG00000149639","SOGA1",140710,"suppressor of glucose, autophagy associated 1",-1.11420723401088,1.79176826727586e-71,-1.0487033830893,1.82086410742996e-29
"910","ENSG00000149294","NCAM1",4684,"neural cell adhesion molecule 1",-2.63989892052573,2.51184163625635e-71,-0.666395926149195,3.00940357376276e-13
"911","ENSG00000180616","SSTR2",6752,"somatostatin receptor 2",4.44877378616528,3.57784675071379e-71,2.21251519267567,8.44152679303514e-32
"912","ENSG00000169018","FEM1B",10116,"fem-1 homolog B",0.582266216471072,3.72611312990897e-71,0.987476786607451,5.88667420728913e-33
"913","ENSG00000179271","GADD45GIP1",90480,"GADD45G interacting protein 1",-1.27395105819622,4.76933879507455e-71,-1.00213520758611,3.12113943021021e-09
"914","ENSG00000136274","NACAD",23148,"NAC alpha domain containing",-1.43151898402467,5.03433826776417e-71,-0.483876333952853,0.008466617340942
"915","ENSG00000214338","SOGA3",387104,"SOGA family member 3",3.8481472162043,1.18170376352092e-70,2.10076175221419,7.33923067072233e-11
"916","ENSG00000063177","RPL18",6141,"ribosomal protein L18",-0.78553844162738,1.50762761761637e-70,-0.492306986880474,1.8112267005224e-08
"917","ENSG00000155380","SLC16A1",6566,"solute carrier family 16 member 1",0.642941232529163,2.00589860793067e-70,0.614875233409763,4.09416172213374e-29
"918","ENSG00000104964","TLE5",166,"TLE family member 5, transcriptional modulator",-0.808272814292836,2.2893954203068e-70,-0.513905606593568,1.32916103686366e-13
"919","ENSG00000145431","PDGFC",56034,"platelet derived growth factor C",-1.77399087739289,2.51322842382321e-70,-1.22249191067968,2.84887023452748e-42
"920","ENSG00000157540","DYRK1A",1859,"dual specificity tyrosine phosphorylation regulated kinase 1A",0.967375806591617,2.82465439275292e-70,0.439801912567888,0.00016078470963719
"921","ENSG00000171466","ZNF562",54811,"zinc finger protein 562",0.968557939324343,3.07869209939418e-70,1.10981722853598,1.69978499453725e-19
"922","ENSG00000125744","RTN2",6253,"reticulon 2",-1.71534009080707,3.9189952465528e-70,-2.34858697789138,1.5692725249198e-31
"923","ENSG00000259494","MRPL46",26589,"mitochondrial ribosomal protein L46",0.895717563808154,4.06996843662881e-70,0.766228853426315,5.27574370507403e-05
"924","ENSG00000196968","FUT11",170384,"fucosyltransferase 11",-1.50533082022923,4.56596956961704e-70,-1.63545601162061,4.01342932636612e-15
"925","ENSG00000123144","TRIR",79002,"telomerase RNA component interacting RNase",-0.766191808685132,4.56899167083366e-70,-0.926791746612615,4.17574425397334e-23
"926","ENSG00000143436","MRPL9",65005,"mitochondrial ribosomal protein L9",-0.585807729194765,5.48330033367736e-70,-0.777716937332477,1.17442348527195e-24
"927","ENSG00000116171","SCP2",6342,"sterol carrier protein 2",-1.07781861542432,5.77696804782848e-70,-0.779271589845293,8.53596459518734e-13
"928","ENSG00000068024","HDAC4",9759,"histone deacetylase 4",1.18444542108545,8.7523541518553e-70,1.08112547687707,6.14455337877858e-40
"929","ENSG00000105576","TNPO2",30000,"transportin 2",1.07997190091798,8.81486398972502e-70,0.407763127516508,0.000108027687959083
"930","ENSG00000213853","EMP2",2013,"epithelial membrane protein 2",-1.49641354385513,9.35529173805056e-70,-0.835765093357703,3.48969435434111e-14
"931","ENSG00000135926","TMBIM1",64114,"transmembrane BAX inhibitor motif containing 1",0.789231928292759,1.0693926287598e-69,1.08432180583994,3.30162790489189e-28
"932","ENSG00000078668","VDAC3",7419,"voltage dependent anion channel 3",-0.884428367833139,1.11559429616247e-69,-1.31027247389625,1.72278582666559e-63
"933","ENSG00000181381","DDX60L",91351,"DExD/H-box 60 like",4.16456193614877,1.42765503639284e-69,2.58511606705462,6.19369946073173e-09
"934","ENSG00000198830","HMGN2",3151,"high mobility group nucleosomal binding domain 2",-0.712690474193475,1.52550090134051e-69,-1.77652562671939,1.97329804709155e-99
"935","ENSG00000106268","NUDT1",4521,"nudix hydrolase 1",-2.63192296262162,1.76261890939769e-69,-2.59036048083203,4.46894310636582e-40
"936","ENSG00000186660","ZFP91",80829,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase",0.677054978075496,1.7848242791943e-69,0.327173524291385,2.99941090923468e-09
"937","ENSG00000186470","BTN3A2",11118,"butyrophilin subfamily 3 member A2",1.33833264083977,2.06256702893719e-69,2.00178693714138,4.44366365885593e-98
"938","ENSG00000144320","LNPK",80856,"lunapark, ER junction formation factor",-0.983440883825557,2.31135035900361e-69,-2.24397492415933,6.04102843292338e-44
"939","ENSG00000095752","IL11",3589,"interleukin 11",2.41345933095988,2.40364745500764e-69,4.31408332830551,8.88550881315076e-78
"940","ENSG00000126768","TIMM17B",10245,"translocase of inner mitochondrial membrane 17B",0.799233306580766,2.4745813794349e-69,0.63564162323671,3.02905116364205e-11
"941","ENSG00000023445","BIRC3",330,"baculoviral IAP repeat containing 3",3.94268896666283,2.94835537329198e-69,5.83095740029366,2.05508565965751e-114
"942","ENSG00000160285","LSS",4047,"lanosterol synthase",-1.46813964663225,3.37958454172879e-69,-1.06761653926818,3.95220266883833e-30
"943","ENSG00000166401","SERPINB8",5271,"serpin family B member 8",2.08253904517851,4.52764263369862e-69,3.93699719631953,5.95221304283368e-194
"944","ENSG00000143333","RGS16",6004,"regulator of G protein signaling 16",3.76404033264968,5.26825834862834e-69,3.36347147857419,3.32980030335227e-174
"945","ENSG00000159164","SV2A",9900,"synaptic vesicle glycoprotein 2A",-0.707987508486281,6.16391511998862e-69,-0.294930963727613,0.0119936568899343
"946","ENSG00000173334","TRIB1",10221,"tribbles pseudokinase 1",1.64883820649137,6.92135509454324e-69,2.58030552515022,5.18551874445774e-162
"947","ENSG00000164329","TENT2",167153,"terminal nucleotidyltransferase 2",0.927294198198326,7.95116067692583e-69,1.23018486076212,4.6475724144945e-17
"948","ENSG00000140319","SRP14",6727,"signal recognition particle 14",-0.869262284901061,9.05597304212833e-69,-0.299796523421746,0.00474028600299001
"949","ENSG00000121274","TENT4B",64282,"terminal nucleotidyltransferase 4B",0.911602634209594,1.24393981956924e-68,0.797350988329951,1.15262887457697e-13
"950","ENSG00000143575","HAX1",10456,"HCLS1 associated protein X-1",1.40614433630417,1.29316823295972e-68,1.7323334976876,0.000185109175683175
"951","ENSG00000118965","WDR35",57539,"WD repeat domain 35",1.12534674447317,1.30793063814978e-68,0.713875670211654,2.46823905301727e-07
"952","ENSG00000112079","STK38",11329,"serine/threonine kinase 38",-0.704939282115067,1.36640519374069e-68,-0.186125659024658,0.0224539087409919
"953","ENSG00000129911","KLF16",83855,"KLF transcription factor 16",1.16635924479209,1.42381309541925e-68,1.20374205022696,4.15816560133714e-35
"954","ENSG00000153714","LURAP1L",286343,"leucine rich adaptor protein 1 like",1.50355884043301,1.55851372510779e-68,2.62416246539662,3.40772963633462e-34
"955","ENSG00000102531","FNDC3A",22862,"fibronectin type III domain containing 3A",0.776397895949078,1.71889998254315e-68,1.59036573870303,4.5699771870189e-56
"956","ENSG00000112984","KIF20A",10112,"kinesin family member 20A",-1.16078932940449,2.19808272492604e-68,-3.48989138009506,2.20868313515098e-227
"957","ENSG00000103365","GGA2",23062,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",-0.924429928235401,2.22358483569311e-68,-1.49110579955588,3.0217122519782e-45
"958","ENSG00000143515","ATP8B2",57198,"ATPase phospholipid transporting 8B2",0.535791266579806,2.39531261281761e-68,1.26180206623944,8.49599014466378e-28
"959","ENSG00000145335","SNCA",6622,"synuclein alpha",-3.41321273363375,3.2269742670301e-68,-0.965171823258988,0.000376680112458863
"960","ENSG00000125730","C3",718,"complement C3",5.86356804483595,3.33871438355463e-68,5.01285933614364,2.81789533558638e-36
"961","ENSG00000198146","ZNF770",54989,"zinc finger protein 770",0.588078712739607,3.86911365969688e-68,0.444916896654373,4.05040165695529e-05
"962","ENSG00000100028","SNRPD3",6634,"small nuclear ribonucleoprotein D3 polypeptide",-1.28581257879931,3.90323058148487e-68,-1.06529448030593,6.36811289524702e-31
"963","ENSG00000171793","CTPS1",1503,"CTP synthase 1",0.783159615715926,4.52996921901207e-68,0.864084353407178,1.47985631542559e-28
"964","ENSG00000141429","GALNT1",2589,"polypeptide N-acetylgalactosaminyltransferase 1",-1.166804389651,5.45492229372446e-68,-0.628069373690063,2.39245488267915e-14
"965","ENSG00000005339","CREBBP",1387,"CREB binding protein",0.733176878557436,5.89033262187263e-68,0.400792852016628,8.99556709380679e-06
"966","ENSG00000155158","TTC39B",158219,"tetratricopeptide repeat domain 39B",1.60775261487064,6.03188609117369e-68,1.77132508075503,1.51586364069887e-32
"967","ENSG00000048405","ZNF800",168850,"zinc finger protein 800",1.51859294192977,6.86624307930536e-68,0.829991828286801,9.97695026940361e-11
"968","ENSG00000068028","RASSF1",11186,"Ras association domain family member 1",1.17995611876182,7.75624336628407e-68,1.04814476283741,9.57283231577755e-16
"969","ENSG00000155368","DBI",1622,"diazepam binding inhibitor, acyl-CoA binding protein",-1.5020161379126,8.52126033437223e-68,-1.87324728902256,6.47740745711795e-53
"970","ENSG00000150347","ARID5B",84159,"AT-rich interaction domain 5B",1.40881826270197,9.24963071246712e-68,0.888435459448795,1.01264327858722e-05
"971","ENSG00000104738","MCM4",4173,"minichromosome maintenance complex component 4",-0.820965654088979,1.57850485373113e-67,-2.72784831335478,5.21426850117697e-167
"972","ENSG00000126016","AMOT",154796,"angiomotin",-1.97172151486584,1.68303552276969e-67,-1.65538320901294,3.105205635934e-11
"973","ENSG00000175832","ETV4",2118,"ETS variant transcription factor 4",2.25168727407381,1.78064352845536e-67,2.6902139491101,3.4730859362849e-87
"974","ENSG00000155906","RMND1",55005,"required for meiotic nuclear division 1 homolog",0.991554075262176,1.92931360958545e-67,1.45385086994742,1.02309607966363e-30
"975","ENSG00000101290","CDS2",8760,"CDP-diacylglycerol synthase 2",-0.679302227136066,2.01035076220526e-67,-0.341976001295299,1.10846655899089e-08
"976","ENSG00000084774","CAD",790,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",0.971522860469929,2.05146184374824e-67,0.330201874260242,4.0754020964859e-05
"977","ENSG00000101166","PRELID3B",51012,"PRELI domain containing 3B",0.477020045183271,2.07770635258541e-67,1.14726331137209,1.3814877327369e-54
"978","ENSG00000125952","MAX",4149,"MYC associated factor X",0.76119588890915,2.26411624593819e-67,0.990860881670567,1.93326086158582e-43
"979","ENSG00000168389","MFSD2A",84879,"MFSD2 lysolipid transporter A, lysophospholipid",2.67955996309792,2.30936299825035e-67,0.906640736683225,2.9910242905728e-14
"980","ENSG00000140406","TLNRD1",59274,"talin rod domain containing 1",0.90067433193629,2.61071012754862e-67,0.496179691602081,1.58952140340925e-07
"981","ENSG00000023330","ALAS1",211,"5'-aminolevulinate synthase 1",0.896734242900096,3.25775660230807e-67,0.304280024060238,0.000894780085089091
"982","ENSG00000077238","IL4R",3566,"interleukin 4 receptor",1.42853905907268,6.33347044342806e-67,1.04560772524707,2.25693877423154e-68
"983","ENSG00000151883","PARP8",79668,"poly(ADP-ribose) polymerase family member 8",1.10620078620482,9.07589512984199e-67,1.43599203724491,7.46620222025106e-54
"984","ENSG00000143222","UFC1",51506,"ubiquitin-fold modifier conjugating enzyme 1",-1.21817754150926,1.08117247915379e-66,-1.14301263015212,3.32941822242874e-12
"985","ENSG00000110092","CCND1",595,"cyclin D1",0.665813893994461,1.28413533633185e-66,1.16699963992556,4.88074989303234e-77
"986","ENSG00000135723","FHOD1",29109,"formin homology 2 domain containing 1",-1.72617033538741,1.66332434530079e-66,-2.19165122182526,1.07743618559992e-35
"987","ENSG00000165660","ABRAXAS2",23172,"abraxas 2, BRISC complex subunit",0.939496039642499,2.10143406524717e-66,1.035134942996,1.97615299648106e-28
"988","ENSG00000140988","RPS2",6187,"ribosomal protein S2",-0.664658710857225,2.11316824318532e-66,-0.761883997831272,1.29088571137695e-18
"989","ENSG00000135018","UBQLN1",29979,"ubiquilin 1",0.749540491455226,2.15015591520582e-66,0.69534479870277,2.90713410450668e-39
"990","ENSG00000125991","ERGIC3",51614,"ERGIC and golgi 3",-1.06774419013653,2.51689580047136e-66,-0.580005487716238,6.39297830677961e-10
"991","ENSG00000144566","RAB5A",5868,"RAB5A, member RAS oncogene family",0.726430430672338,2.95119181016672e-66,0.989039161950973,4.49895122403225e-57
"992","ENSG00000173559","NABP1",64859,"nucleic acid binding protein 1",1.11871315944487,3.13544268613044e-66,2.69903522486062,1.86423366341807e-103
"993","ENSG00000004399","PLXND1",23129,"plexin D1",-1.14404874125512,3.35981412653506e-66,-0.168645657803457,0.0367373110826107
"994","ENSG00000111716","LDHB",3945,"lactate dehydrogenase B",-0.666035265302616,4.52395924381691e-66,-0.509995358158493,1.12335532720233e-12
"995","ENSG00000160310","PRMT2",3275,"protein arginine methyltransferase 2",-1.14138797543802,4.98232868067642e-66,-1.72222154603902,1.49025507887362e-21
"996","ENSG00000134548","SPX",80763,"spexin hormone",1.33627031138722,5.34368646071092e-66,3.22103653267578,3.18993277417805e-81
