,gene_id,gene_symbol,gene_entrez,gene_desc,hos_log2FC,hos_padj,hos_rank,os17_log2FC,os17_padj,os17_rank,rank_sum,gene_rank
1342,ENSG00000167680,SEMA6B,10501,semaphorin 6B,-1.503969331,3.20E-48,1223,-3.604104785,9.39E-73,355,1578,589
671,ENSG00000132361,CLUH,23277,clustered mitochondria homolog,0.873398712,5.14E-93,552,0.906888891,1.99E-31,1027,1579,590
1173,ENSG00000006118,TMEM132A,54972,transmembrane protein 132A,1.667627342,8.62E-56,1054,1.154331382,2.27E-54,528,1582,591
698,ENSG00000138107,ACTR1A,10121,actin related protein 1A,-0.811590381,5.25E-90,579,-0.957837504,3.78E-32,1004,1583,592
194,ENSG00000213626,LBH,81606,LBH regulator of WNT signaling pathway,-3.581879451,2.05E-233,75,-0.675555052,3.25E-21,1509,1584,593
707,ENSG00000241258,CRCP,27297,CGRP receptor component,0.889388638,8.94E-89,588,0.826551104,2.57E-32,1001,1589,594
1451,ENSG00000198700,IPO9,55705,importin 9,-0.569538692,1.42E-44,1332,-0.967265954,5.78E-87,259,1591,595
500,ENSG00000129315,CCNT1,904,cyclin T1,0.927583786,1.26E-118,381,0.890218586,1.08E-26,1217,1598,596
699,ENSG00000100796,PPP4R3A,55671,protein phosphatase 4 regulatory subunit 3A,0.73374329,9.20E-90,580,0.738496114,9.77E-32,1019,1599,597
928,ENSG00000068024,HDAC4,9759,histone deacetylase 4,1.184445421,8.75E-70,809,1.081125477,6.14E-40,792,1601,598
935,ENSG00000106268,NUDT1,4521,nudix hydrolase 1,-2.631922963,1.76E-69,816,-2.590360481,4.47E-40,789,1605,599
889,ENSG00000166136,NDUFB8,4714,NADH:ubiquinone oxidoreductase subunit B8,-0.861341469,7.67E-73,770,-1.338810925,3.40E-38,836,1606,600
1102,ENSG00000151576,QTRT2,79691,queuine tRNA-ribosyltransferase accessory subunit 2,1.184387403,2.71E-60,983,1.379580769,5.72E-48,628,1611,601
1597,ENSG00000111801,BTN3A3,10384,butyrophilin subfamily 3 member A3,0.865753912,5.61E-40,1478,2.830064503,1.25E-127,137,1615,602
1230,ENSG00000136925,TSTD2,158427,thiosulfate sulfurtransferase like domain containing 2,0.786061047,3.45E-53,1111,1.250919321,6.82E-56,504,1615,603
706,ENSG00000170876,TMEM43,79188,transmembrane protein 43,0.772950351,8.04E-89,587,0.895726756,3.15E-31,1030,1617,604
1196,ENSG00000132475,H3-3B,3021,H3.3 histone B,0.571821879,7.24E-55,1077,1.041248864,2.98E-53,541,1618,605
1392,ENSG00000100418,DESI1,27351,desumoylating isopeptidase 1,0.94653901,2.04E-46,1273,1.994187579,1.23E-73,346,1619,606
870,ENSG00000156471,PTDSS1,9791,phosphatidylserine synthase 1,-0.932410523,2.51E-74,751,-1.227018699,9.92E-37,874,1625,607
1034,ENSG00000205730,ITPRIPL2,162073,ITPRIP like 2,1.189544404,4.79E-64,915,1.301164938,2.96E-43,711,1626,608
239,ENSG00000183160,TMEM119,338773,transmembrane protein 119,-4.181078525,5.77E-198,120,-2.612478797,2.90E-21,1506,1626,609
273,ENSG00000138326,RPS24,6229,ribosomal protein S24,-1.439413296,6.61E-181,154,-0.693596937,1.12E-21,1473,1627,610
545,ENSG00000126822,PLEKHG3,26030,pleckstrin homology and RhoGEF domain containing G3,-1.535509186,1.32E-110,426,-3.088894212,5.59E-27,1202,1628,611
906,ENSG00000133773,CCDC59,29080,coiled-coil domain containing 59,1.282110111,7.90E-72,787,1.19314314,9.37E-38,844,1631,612
1407,ENSG00000112186,CAP2,10486,cyclase associated actin cytoskeleton regulatory protein 2,-1.079581307,7.19E-46,1288,-1.63000802,5.24E-74,345,1633,613
495,ENSG00000071246,VASH1,22846,vasohibin 1,-2.852695831,1.93E-119,376,-1.772599514,9.69E-26,1257,1633,614
606,ENSG00000163807,KIAA1143,57456,KIAA1143,-1.711156011,2.14E-101,487,-0.939611838,2.38E-28,1151,1638,615
366,ENSG00000157350,ST3GAL2,6483,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",-1.545796369,1.37E-148,247,-1.14685818,6.03E-23,1391,1638,616
677,ENSG00000178585,CTNNBIP1,56998,catenin beta interacting protein 1,-2.309488974,3.53E-92,558,-1.711106162,7.59E-30,1084,1642,617
326,ENSG00000182871,COL18A1,80781,collagen type XVIII alpha 1 chain,-1.188554268,3.04E-161,207,-1.552856154,3.66E-22,1437,1644,618
1668,ENSG00000168495,POLR3D,661,RNA polymerase III subunit D,0.728800237,7.76E-38,1549,1.833492002,1.07E-151,97,1646,619
1483,ENSG00000165030,NFIL3,4783,"nuclear factor, interleukin 3 regulated",0.57456131,2.19E-43,1364,1.418648065,3.32E-82,287,1651,620
877,ENSG00000133740,E2F5,1875,E2F transcription factor 5,1.798028682,6.23E-74,758,1.461780452,3.62E-36,893,1651,621
1021,ENSG00000221869,CEBPD,1052,CCAAT enhancer binding protein delta,1.309132702,1.40E-64,902,1.891953788,1.96E-41,757,1659,622
510,ENSG00000240972,MIF,4282,macrophage migration inhibitory factor,-1.135891611,9.43E-117,391,-1.336346221,2.22E-25,1270,1661,623
518,ENSG00000141582,CBX4,8535,chromobox 4,1.102792123,6.16E-115,399,0.949502658,1.38E-25,1264,1663,624
1339,ENSG00000196878,LAMB3,3914,laminin subunit beta 3,3.508125494,2.93E-48,1220,1.947603938,4.96E-62,444,1664,625
989,ENSG00000135018,UBQLN1,29979,ubiquilin 1,0.749540491,2.15E-66,870,0.695344799,2.91E-39,806,1676,626
296,ENSG00000197818,SLC9A8,23315,solute carrier family 9 member A8,1.999996477,2.53E-172,177,1.488411312,2.55E-21,1500,1677,627
538,ENSG00000117475,BLZF1,8548,basic leucine zipper nuclear factor 1,1.388765032,4.85E-112,419,1.340462378,1.41E-25,1266,1685,628
715,ENSG00000149925,ALDOA,226,"aldolase, fructose-bisphosphate A",-0.623081793,7.55E-88,596,-1.178843537,1.48E-29,1092,1688,629
382,ENSG00000100380,ST13,6767,ST13 Hsp70 interacting protein,-1.264983125,4.02E-143,263,-0.776409197,2.38E-22,1425,1688,630
1256,ENSG00000147130,ZMYM3,9203,zinc finger MYM-type containing 3,-0.925315625,4.17E-52,1137,-2.038225316,4.40E-52,556,1693,631
636,ENSG00000164327,RICTOR,253260,RPTOR independent companion of MTOR complex 2,1.29967394,1.59E-97,517,1.206646465,1.23E-27,1178,1695,632
1689,ENSG00000181458,TMEM45A,55076,transmembrane protein 45A,-0.996925447,2.85E-37,1570,-2.491812767,1.28E-132,127,1697,633
1568,ENSG00000168528,SERINC2,347735,serine incorporator 2,-1.707400317,1.15E-40,1449,-2.253511068,3.15E-89,248,1697,634
1560,ENSG00000228716,DHFR,1719,dihydrofolate reductase,-2.66192518,3.07E-41,1441,-3.244756644,1.10E-87,256,1697,635
278,ENSG00000197905,TEAD4,7004,TEA domain transcription factor 4,1.446179279,6.65E-179,159,0.695741998,9.91E-21,1538,1697,636
565,ENSG00000184014,DENND5A,23258,DENN domain containing 5A,0.868211124,7.20E-108,446,0.831894347,7.35E-26,1252,1698,637
561,ENSG00000176170,SPHK1,8877,sphingosine kinase 1,3.003148221,4.08E-108,442,1.563144672,9.34E-26,1256,1698,638
1006,ENSG00000179598,PLD6,201164,phospholipase D family member 6,2.344165381,1.93E-65,887,1.547864181,4.62E-39,813,1700,639
1226,ENSG00000163444,TMEM183A,92703,transmembrane protein 183A,-0.854341781,1.93E-53,1107,-1.106158037,3.63E-50,596,1703,640
335,ENSG00000143390,RFX5,5993,regulatory factor X5,-1.268163933,2.14E-158,216,-0.852767279,1.78E-21,1491,1707,641
1478,ENSG00000115295,CLIP4,79745,CAP-Gly domain containing linker protein family member 4,1.389927347,1.48E-43,1359,2.624383053,4.40E-73,351,1710,642
781,ENSG00000005100,DHX33,56919,DEAH-box helicase 33,0.754651716,3.33E-81,662,0.965993605,1.54E-30,1053,1715,643
612,ENSG00000188643,S100A16,140576,S100 calcium binding protein A16,0.787361542,6.21E-101,493,1.080366854,1.70E-26,1225,1718,644
467,ENSG00000065154,OAT,4942,ornithine aminotransferase,-1.323939312,3.75E-124,348,-0.821475749,2.58E-23,1370,1718,645
415,ENSG00000112378,PERP,64065,p53 apoptosis effector related to PMP22,-1.167797116,1.44E-133,296,-0.754821583,2.37E-22,1424,1720,646
426,ENSG00000005882,PDK2,5164,pyruvate dehydrogenase kinase 2,-1.991150732,5.52E-132,307,-1.389305166,1.92E-22,1418,1725,647
1108,ENSG00000241878,PISD,23761,phosphatidylserine decarboxylase,1.115019616,8.00E-60,989,1.124499385,2.83E-42,740,1729,648
960,ENSG00000125730,C3,718,complement C3,5.863568045,3.34E-68,841,5.012859336,2.82E-36,889,1730,649
720,ENSG00000073792,IGF2BP2,10644,insulin like growth factor 2 mRNA binding protein 2,0.701447981,6.04E-87,601,0.7671447,9.25E-29,1130,1731,650
417,ENSG00000233927,RPS28,6234,ribosomal protein S28,-1.734498103,1.71E-133,298,-1.082928522,3.02E-22,1433,1731,651
1682,ENSG00000174564,IL20RB,53833,interleukin 20 receptor subunit beta,3.365763023,1.69E-37,1563,6.453326972,1.52E-114,169,1732,652
385,ENSG00000056277,ZNF280C,55609,zinc finger protein 280C,2.13144799,2.05E-142,266,1.243793255,1.01E-21,1468,1734,653
1266,ENSG00000125746,EML2,24139,EMAP like 2,1.143502508,1.60E-51,1147,1.413123802,1.44E-50,588,1735,654
1769,ENSG00000152078,TLCD4,148534,TLC domain containing 4,-1.995825322,4.17E-35,1650,-2.971456913,5.11E-161,87,1737,655
743,ENSG00000102898,NUTF2,10204,nuclear transport factor 2,-1.129837335,5.93E-85,624,-1.074643469,4.13E-29,1114,1738,656
1625,ENSG00000126226,PCID2,55795,PCI domain containing 2,0.755087672,3.59E-39,1506,2.701259149,6.00E-94,233,1739,657
1248,ENSG00000064115,TM7SF3,51768,transmembrane 7 superfamily member 3,-1.098146865,1.63E-52,1129,-1.588357742,3.38E-49,611,1740,658
1861,ENSG00000137821,LRRC49,54839,leucine rich repeat containing 49,1.374543484,1.06E-32,1742,4.075309222,4.74E-297,4,1746,659
878,ENSG00000145730,PAM,5066,peptidylglycine alpha-amidating monooxygenase,-1.189450253,1.15E-73,759,-1.028525247,1.14E-32,987,1746,660
58,ENSG00000131473,ACLY,47,ATP citrate lyase,-1.139020645,0,1,-0.408561306,8.55E-18,1745,1746,661
1045,ENSG00000148606,POLR3A,11128,RNA polymerase III subunit A,0.891251856,1.46E-63,926,1.215507922,8.19E-39,821,1747,662
409,ENSG00000112992,NNT,23530,nicotinamide nucleotide transhydrogenase,-0.93080938,7.51E-135,290,-0.508488553,7.45E-22,1457,1747,663
1425,ENSG00000113578,FGF1,2246,fibroblast growth factor 1,3.702435202,2.04E-45,1306,3.86468796,1.99E-61,446,1752,664
953,ENSG00000129911,KLF16,83855,KLF transcription factor 16,1.166359245,1.42E-68,834,1.20374205,4.16E-35,918,1752,665
1241,ENSG00000126705,AHDC1,27245,AT-hook DNA binding motif containing 1,-1.508922185,8.86E-53,1122,-2.118593735,1.11E-47,633,1755,666
526,ENSG00000106263,EIF3B,8662,eukaryotic translation initiation factor 3 subunit B,-0.62521246,2.02E-113,407,-0.53161422,9.99E-24,1350,1757,667
570,ENSG00000240230,COX19,90639,cytochrome c oxidase assembly factor COX19,1.282687865,9.73E-107,451,1.493806663,9.31E-25,1307,1758,668
1163,ENSG00000135636,DYSF,8291,dysferlin,-1.533856066,2.24E-56,1044,-1.292333927,4.56E-43,718,1762,669
1098,ENSG00000040199,PHLPP2,23035,PH domain and leucine rich repeat protein phosphatase 2,1.277556252,1.93E-60,979,1.514557273,3.55E-40,785,1764,670
1161,ENSG00000111641,NOP2,4839,NOP2 nucleolar protein,1.661878916,1.74E-56,1042,1.554008207,9.21E-43,726,1768,671
365,ENSG00000109475,RPL34,6164,ribosomal protein L34,-1.569588119,1.00E-148,246,-0.84026461,5.82E-21,1522,1768,672
697,ENSG00000100664,EIF5,1983,eukaryotic translation initiation factor 5,0.47074119,5.06E-90,578,0.696218311,3.38E-27,1192,1770,673
912,ENSG00000169018,FEM1B,10116,fem-1 homolog B,0.582266216,3.73E-71,793,0.987476787,5.89E-33,978,1771,674
435,ENSG00000131979,GCH1,2643,GTP cyclohydrolase 1,2.22393525,7.62E-131,316,3.60167995,6.74E-22,1455,1771,675
986,ENSG00000135723,FHOD1,29109,formin homology 2 domain containing 1,-1.726170335,1.66E-66,867,-2.191651222,1.08E-35,905,1772,676
321,ENSG00000234851,RPL23AP42,647099,ribosomal protein L23a pseudogene 42,-1.580371146,7.89E-164,202,-0.720050124,4.95E-20,1574,1776,677
647,ENSG00000084092,NOA1,84273,nitric oxide associated 1,-1.681964654,1.21E-96,528,-1.815585938,5.43E-26,1249,1777,678
490,ENSG00000145391,SETD7,80854,"SET domain containing 7, histone lysine methyltransferase",0.96883111,4.28E-120,371,0.800607944,1.23E-22,1406,1777,679
954,ENSG00000153714,LURAP1L,286343,leucine rich adaptor protein 1 like,1.50355884,1.56E-68,835,2.624162465,3.41E-34,943,1778,680
798,ENSG00000106780,MEGF9,1955,multiple EGF like domains 9,-1.645647938,1.33E-79,679,-1.141344215,2.12E-29,1099,1778,681
403,ENSG00000175130,MARCKSL1,65108,MARCKS like 1,-1.181823575,5.63E-136,284,-1.019149054,2.12E-21,1494,1778,682
644,ENSG00000110881,ASIC1,41,acid sensing ion channel subunit 1,-3.179329922,2.85E-97,525,-2.474861389,9.02E-26,1255,1780,683
805,ENSG00000166803,PCLAF,9768,PCNA clamp associated factor,-2.40292371,2.86E-79,686,-2.918695583,1.61E-29,1095,1781,684
1069,ENSG00000147324,MFHAS1,9258,multifunctional ROCO family signaling regulator 1,1.441427749,1.53E-62,950,1.029679562,3.34E-38,835,1785,685
1134,ENSG00000123395,ATG101,60673,autophagy related 101,0.988434821,1.51E-58,1015,1.389003268,1.05E-40,774,1789,686
1869,ENSG00000051108,HERPUD1,9709,homocysteine inducible ER protein with ubiquitin like domain 1,0.707733255,2.23E-32,1750,1.901236395,8.73E-209,41,1791,687
1543,ENSG00000136997,MYC,4609,"MYC proto-oncogene, bHLH transcription factor",1.922416013,9.19E-42,1424,1.49569233,1.85E-71,367,1791,688
374,ENSG00000183010,PYCR1,5831,pyrroline-5-carboxylate reductase 1,1.460137757,3.17E-146,255,0.894838412,1.01E-20,1541,1796,689
1225,ENSG00000151304,SRFBP1,153443,serum response factor binding protein 1,1.134954611,1.50E-53,1106,1.761039482,4.43E-44,691,1797,690
605,ENSG00000152689,RASGRP3,25780,RAS guanyl releasing protein 3,2.303357346,1.02E-101,486,2.221236417,1.06E-24,1311,1797,691
1243,ENSG00000075420,FNDC3B,64778,fibronectin type III domain containing 3B,0.81832108,1.01E-52,1124,1.010725641,3.75E-45,674,1798,692
1297,ENSG00000153933,DGKE,8526,diacylglycerol kinase epsilon,1.121414118,3.25E-50,1178,1.774045467,1.19E-48,622,1800,693
1127,ENSG00000105656,ELL,8178,elongation factor for RNA polymerase II,1.116501648,6.39E-59,1008,1.355249747,7.47E-40,794,1802,694
222,ENSG00000137497,NUMA1,4926,nuclear mitotic apparatus protein 1,-1.267535472,1.31E-208,103,-1.169212207,2.13E-18,1701,1804,695
1690,ENSG00000102897,LYRM1,57149,LYR motif containing 1,0.987404585,2.90E-37,1571,1.569844287,8.94E-94,235,1806,696
911,ENSG00000180616,SSTR2,6752,somatostatin receptor 2,4.448773786,3.58E-71,792,2.212515193,8.44E-32,1014,1806,697
642,ENSG00000114126,TFDP2,7029,transcription factor Dp-2,-1.133263087,2.70E-97,523,-0.855225135,3.39E-25,1284,1807,698
1151,ENSG00000179750,APOBEC3B,9582,apolipoprotein B mRNA editing enzyme catalytic subunit 3B,-1.43787348,7.84E-57,1032,-2.027266145,1.27E-40,778,1810,699
875,ENSG00000185359,HGS,9146,hepatocyte growth factor-regulated tyrosine kinase substrate,0.822189411,3.76E-74,756,0.77155299,1.65E-30,1055,1811,700
1480,ENSG00000105202,FBL,2091,fibrillarin,-0.704304674,1.84E-43,1361,-0.866968945,1.61E-60,452,1813,701
716,ENSG00000113648,MACROH2A1,9555,macroH2A.1 histone,-0.690191318,1.96E-87,597,-0.753344474,1.25E-26,1219,1816,702
448,ENSG00000213741,RPS29,6235,ribosomal protein S29,-1.621483527,3.31E-127,329,-1.519402187,1.73E-21,1488,1817,703
1561,ENSG00000138764,CCNG2,901,cyclin G2,-1.529345725,3.64E-41,1442,-2.280278166,6.01E-70,376,1818,704
1263,ENSG00000073050,XRCC1,7515,X-ray repair cross complementing 1,-0.848142051,1.23E-51,1144,-1.954510521,5.65E-45,676,1820,705
568,ENSG00000125846,ZNF133,7692,zinc finger protein 133,1.32292656,4.50E-107,449,0.999803785,2.79E-23,1372,1821,706
141,ENSG00000156508,EEF1A1,1915,eukaryotic translation elongation factor 1 alpha 1,-1.544729339,1.27E-277,22,-0.707360912,4.93E-17,1800,1822,707
416,ENSG00000089157,RPLP0,6175,ribosomal protein lateral stalk subunit P0,-1.024653341,1.66E-133,297,-0.861943519,6.33E-21,1528,1825,708
922,ENSG00000125744,RTN2,6253,reticulon 2,-1.715340091,3.92E-70,803,-2.348586978,1.57E-31,1024,1827,709
436,ENSG00000198363,ASPH,444,aspartate beta-hydroxylase,-0.849082693,3.56E-130,317,-0.5817993,3.49E-21,1510,1827,710
1308,ENSG00000144233,AMMECR1L,83607,AMMECR1 like,0.687493167,1.16E-49,1189,1.176640766,4.12E-47,642,1831,711
881,ENSG00000166173,LARP6,55323,"La ribonucleoprotein 6, translational regulator",1.720921457,1.32E-73,762,1.364521355,2.79E-30,1069,1831,712
735,ENSG00000186523,FAM86B1,85002,family with sequence similarity 86 member B1,2.110924948,5.33E-86,616,1.10536578,1.12E-26,1218,1834,713
509,ENSG00000163346,PBXIP1,57326,PBX homeobox interacting protein 1,-2.907387971,8.49E-117,390,-3.73615064,4.53E-22,1444,1834,714
1016,ENSG00000173456,RNF26,79102,ring finger protein 26,-0.640336249,4.91E-65,897,-1.27074278,1.99E-34,938,1835,715
844,ENSG00000146232,NFKBIE,4794,NFKB inhibitor epsilon,1.718047916,3.85E-76,725,1.521722286,3.67E-29,1111,1836,716
622,ENSG00000145349,CAMK2D,817,calcium/calmodulin dependent protein kinase II delta,1.173547907,2.53E-99,503,0.783332297,3.13E-24,1333,1836,717
802,ENSG00000135148,TRAFD1,10906,TRAF-type zinc finger domain containing 1,1.440041954,2.70E-79,683,1.287842197,3.02E-28,1155,1838,718
966,ENSG00000155158,TTC39B,158219,tetratricopeptide repeat domain 39B,1.607752615,6.03E-68,847,1.771325081,1.52E-32,992,1839,719
894,ENSG00000108829,LRRC59,55379,leucine rich repeat containing 59,0.618156087,1.72E-72,775,1.108176883,2.69E-30,1065,1840,720
905,ENSG00000119772,DNMT3A,1788,DNA methyltransferase 3 alpha,-1.083327106,7.42E-72,786,-1.14288429,2.09E-30,1062,1848,721
1714,ENSG00000150630,VEGFC,7424,vascular endothelial growth factor C,1.424918529,7.54E-37,1595,2.127024314,4.92E-88,254,1849,722
1920,ENSG00000157557,ETS2,2114,"ETS proto-oncogene 2, transcription factor",0.702557192,3.41E-31,1801,1.826825243,3.58E-192,53,1854,723
1375,ENSG00000086062,B4GALT1,2683,"beta-1,4-galactosyltransferase 1",0.79516619,2.64E-47,1256,1.294235775,6.10E-50,599,1855,724
813,ENSG00000185344,ATP6V0A2,23545,ATPase H+ transporting V0 subunit a2,1.012270836,4.20E-78,694,0.893244749,4.51E-28,1163,1857,725
1020,ENSG00000179981,TSHZ1,10194,teashirt zinc finger homeobox 1,-2.094286216,1.23E-64,901,-1.60170984,8.28E-34,958,1859,726
832,ENSG00000185340,GAS2L1,10634,growth arrest specific 2 like 1,-1.487354184,7.16E-77,713,-1.838220434,1.88E-28,1147,1860,727
1512,ENSG00000173894,CBX2,84733,chromobox 2,-1.286527233,2.16E-42,1393,-1.401712397,1.45E-58,468,1861,728
1694,ENSG00000139192,TAPBPL,55080,TAP binding protein like,1.254327207,3.33E-37,1575,2.976243386,7.64E-81,294,1869,729
632,ENSG00000166165,CKB,1152,creatine kinase B,-1.114844875,5.99E-98,513,-2.248307298,1.36E-23,1358,1871,730
1629,ENSG00000005448,WDR54,84058,WD repeat domain 54,-1.462856829,5.33E-39,1510,-2.306887632,1.66E-71,366,1876,731
1723,ENSG00000130758,MAP3K10,4294,mitogen-activated protein kinase kinase kinase 10,1.148473032,1.91E-36,1604,1.202512628,7.54E-84,275,1879,732
201,ENSG00000087460,GNAS,2778,GNAS complex locus,-0.684115144,1.79E-228,82,-0.615172492,4.66E-17,1797,1879,733
582,ENSG00000100401,RANGAP1,5905,Ran GTPase activating protein 1,1.076220378,6.88E-105,463,0.755828757,1.99E-22,1419,1882,734
962,ENSG00000100028,SNRPD3,6634,small nuclear ribonucleoprotein D3 polypeptide,-1.285812579,3.90E-68,843,-1.06529448,6.37E-31,1041,1884,735
909,ENSG00000149639,SOGA1,140710,"suppressor of glucose, autophagy associated 1",-1.114207234,1.79E-71,790,-1.048703383,1.82E-29,1096,1886,736
1056,ENSG00000187953,PMS2CL,441194,PMS2 C-terminal like pseudogene,1.593320819,4.83E-63,937,1.431189971,4.65E-34,951,1888,737
679,ENSG00000185813,PCYT2,5833,"phosphate cytidylyltransferase 2, ethanolamine",-1.283633283,7.60E-92,560,-1.838025994,2.53E-24,1328,1888,738
330,ENSG00000166441,RPL27A,6157,ribosomal protein L27a,-1.401713761,1.43E-160,211,-0.914595428,1.24E-18,1678,1889,739
1168,ENSG00000087087,SRRT,51593,"serrate, RNA effector molecule",-0.566435769,4.27E-56,1049,-0.97046971,6.34E-38,841,1890,740
849,ENSG00000164919,COX6C,1345,cytochrome c oxidase subunit 6C,-1.136724002,7.66E-76,730,-0.946844388,4.57E-28,1164,1894,741
728,ENSG00000121104,FAM117A,81558,family with sequence similarity 117 member A,-2.204488398,2.13E-86,609,-2.413531996,3.66E-25,1287,1896,742
942,ENSG00000160285,LSS,4047,lanosterol synthase,-1.468139647,3.38E-69,823,-1.067616539,3.95E-30,1074,1897,743
1335,ENSG00000071539,TRIP13,9319,thyroid hormone receptor interactor 13,-0.95547669,1.92E-48,1216,-1.460911255,1.66E-44,685,1901,744
974,ENSG00000155906,RMND1,55005,required for meiotic nuclear division 1 homolog,0.991554075,1.93E-67,855,1.45385087,1.02E-30,1047,1902,745
831,ENSG00000146457,WTAP,9589,WT1 associated protein,0.682844135,6.82E-77,712,0.911740676,3.43E-27,1193,1905,746
427,ENSG00000173821,RNF213,57674,ring finger protein 213,3.030169774,6.09E-132,308,1.192075257,1.02E-19,1598,1906,747
652,ENSG00000263528,IKBKE,9641,inhibitor of nuclear factor kappa B kinase subunit epsilon,1.745939728,4.41E-96,533,1.456155774,3.09E-23,1374,1907,748
1071,ENSG00000115758,ODC1,4953,ornithine decarboxylase 1,0.748765829,2.83E-62,952,0.879022978,8.62E-34,959,1911,749
917,ENSG00000155380,SLC16A1,6566,solute carrier family 16 member 1,0.642941233,2.01E-70,798,0.614875233,4.09E-29,1113,1911,750
384,ENSG00000145425,RPS3A,6189,ribosomal protein S3A,-1.296371223,1.81E-142,265,-0.854024001,4.80E-19,1649,1914,751
482,ENSG00000171604,CXXC5,51523,CXXC finger protein 5,-2.104789721,8.02E-121,363,-1.640029697,1.87E-20,1553,1916,752
1219,ENSG00000118873,RAB3GAP2,25782,RAB3 GTPase activating non-catalytic protein subunit 2,0.671769522,6.82E-54,1100,1.108112509,1.22E-38,825,1925,753
1405,ENSG00000198576,ARC,23237,activity regulated cytoskeleton associated protein,2.159057471,5.54E-46,1286,2.437974506,3.23E-47,640,1926,754
342,ENSG00000168653,NDUFS5,4725,NADH:ubiquinone oxidoreductase subunit S5,-1.27186521,4.09E-156,223,-0.851434247,2.49E-18,1703,1926,755
1281,ENSG00000167397,VKORC1,79001,vitamin K epoxide reductase complex subunit 1,-1.300553515,8.43E-51,1162,-1.681073623,4.13E-41,768,1930,756
1200,ENSG00000131143,COX4I1,1327,cytochrome c oxidase subunit 4I1,-0.543502624,1.15E-54,1081,-0.845906524,1.27E-37,850,1931,757
1531,ENSG00000155975,VPS37A,137492,VPS37A subunit of ESCRT-I,0.767360408,5.77E-42,1412,1.424998545,6.76E-55,520,1932,758
823,ENSG00000178425,NT5DC1,221294,5'-nucleotidase domain containing 1,-1.316447754,2.75E-77,704,-1.59260319,1.89E-26,1229,1933,759
298,ENSG00000157020,SEC13,6396,"SEC13 homolog, nuclear pore and COPII coat complex component",-1.266750719,4.80E-171,179,-0.836482425,1.17E-17,1755,1934,760
1628,ENSG00000109790,KLHL5,51088,kelch like family member 5,0.744014203,4.79E-39,1509,0.889016446,1.02E-63,427,1936,761
1320,ENSG00000167995,BEST1,7439,bestrophin 1,2.236738877,3.51E-49,1201,3.3250343,2.13E-42,735,1936,762
1278,ENSG00000100522,GNPNAT1,64841,glucosamine-phosphate N-acetyltransferase 1,0.649610539,6.60E-51,1159,1.611343305,1.39E-40,779,1938,763
1334,ENSG00000107882,SUFU,51684,SUFU negative regulator of hedgehog signaling,-1.428439731,1.59E-48,1215,-1.701653076,1.13E-42,728,1943,764
742,ENSG00000117500,TMED5,50999,transmembrane p24 trafficking protein 5,0.742893621,4.43E-85,623,0.976582341,1.69E-24,1320,1943,765
1095,ENSG00000092108,SCFD1,23256,sec1 family domain containing 1,0.652422066,1.27E-60,976,1.109424652,3.57E-33,974,1950,766
1387,ENSG00000060138,YBX3,8531,Y-box binding protein 3,0.469129795,1.11E-46,1268,0.969080349,1.15E-44,683,1951,767
1234,ENSG00000180964,TCEAL8,90843,transcription elongation factor A like 8,-1.391363241,5.15E-53,1115,-1.166482749,4.00E-38,839,1954,768
428,ENSG00000125743,SNRPD2,6633,small nuclear ribonucleoprotein D2 polypeptide,-1.204164588,9.36E-132,309,-0.665214649,4.28E-19,1645,1954,769
879,ENSG00000205726,ITSN1,6453,intersectin 1,-0.82899998,1.24E-73,760,-1.072462834,4.93E-27,1199,1959,770
686,ENSG00000128989,ARPP19,10776,cAMP regulated phosphoprotein 19,-1.030868373,1.28E-90,567,-0.73896295,9.60E-23,1398,1965,771
1764,ENSG00000129226,CD68,968,CD68 molecule,2.943351382,3.65E-35,1645,2.976356402,6.36E-77,322,1967,772
931,ENSG00000135926,TMBIM1,64114,transmembrane BAX inhibitor motif containing 1,0.789231928,1.07E-69,812,1.084321806,3.30E-28,1156,1968,773
1719,ENSG00000124006,OBSL1,23363,obscurin like cytoskeletal adaptor 1,-0.967861268,1.29E-36,1600,-1.781585454,1.25E-70,372,1972,774
1330,ENSG00000144959,NCEH1,57552,neutral cholesterol ester hydrolase 1,2.006525308,8.72E-49,1211,2.262226414,2.66E-41,763,1974,775
631,ENSG00000180398,MCFD2,90411,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",0.516338464,4.11E-98,512,0.570657798,9.38E-22,1467,1979,776
897,ENSG00000152229,PSTPIP2,9050,proline-serine-threonine phosphatase interacting protein 2,2.479322276,2.62E-72,778,1.202613314,6.00E-27,1205,1983,777
892,ENSG00000184371,CSF1,1435,colony stimulating factor 1,2.811089318,9.80E-73,773,1.711467838,7.48E-27,1210,1983,778
397,ENSG00000185630,PBX1,5087,PBX homeobox 1,-2.61070584,7.61E-139,278,-1.94620574,3.04E-18,1707,1985,779
963,ENSG00000171793,CTPS1,1503,CTP synthase 1,0.783159616,4.53E-68,844,0.864084353,1.48E-28,1142,1986,780
1210,ENSG00000088356,PDRG1,81572,p53 and DNA damage regulated 1,1.142813203,2.55E-54,1091,1.109863453,4.47E-36,897,1988,781
1905,ENSG00000054598,FOXC1,2296,forkhead box C1,0.706178162,1.50E-31,1786,2.19662393,2.97E-101,206,1992,782
